,NAICS,Tax Type,Total Taxable,Units,Year,location_name,location_id,naicstyp
51,31,Sales,"$83,963",58,2016 Quarter 4,Stanwood/span>,3116,2
52,32,Sales,"$164,663",70,2016 Quarter 4,Stanwood/span>,3116,2
53,33,Sales,"$276,119",95,2016 Quarter 4,Stanwood/span>,3116,2
54,42,Sales,"$3,147,500",545,2016 Quarter 4,Stanwood/span>,3116,2
55,44,Sales,"$11,269,099",688,2016 Quarter 4,Stanwood/span>,3116,2
56,45,Sales,"$6,698,708",959,2016 Quarter 4,Stanwood/span>,3116,2
57,48,Sales,"$103,790",4,2016 Quarter 4,Stanwood/span>,3116,2
58,49,Sales,D,D,2016 Quarter 4,Stanwood/span>,3116,2
59,51,Sales,"$1,806,547",178,2016 Quarter 4,Stanwood/span>,3116,2
60,52,Sales,"$549,543",51,2016 Quarter 4,Stanwood/span>,3116,2
61,53,Sales,"$560,824",98,2016 Quarter 4,Stanwood/span>,3116,2
62,54,Sales,"$600,077",212,2016 Quarter 4,Stanwood/span>,3116,2
63,55,Sales,D,D,2016 Quarter 4,Stanwood/span>,3116,2
64,56,Sales,"$1,092,635",292,2016 Quarter 4,Stanwood/span>,3116,2
65,61,Sales,"$44,211",28,2016 Quarter 4,Stanwood/span>,3116,2
66,62,Sales,"$67,853",31,2016 Quarter 4,Stanwood/span>,3116,2
67,71,Sales,"$303,284",37,2016 Quarter 4,Stanwood/span>,3116,2
68,72,Sales,"$6,024,934",51,2016 Quarter 4,Stanwood/span>,3116,2
69,81,Sales,"$1,474,960",155,2016 Quarter 4,Stanwood/span>,3116,2
70,92,Sales,"$6,309",3,2016 Quarter 4,Stanwood/span>,3116,2
71,11,Sales,"$22,737",5,2016 Quarter 3,Stanwood/span>,3116,2
72,21,Sales,D,D,2016 Quarter 3,Stanwood/span>,3116,2
73,22,Sales,D,D,2016 Quarter 3,Stanwood/span>,3116,2
74,23,Sales,"$11,957,566",576,2016 Quarter 3,Stanwood/span>,3116,2
75,31,Sales,"$87,299",34,2016 Quarter 3,Stanwood/span>,3116,2
76,32,Sales,"$234,616",62,2016 Quarter 3,Stanwood/span>,3116,2
77,33,Sales,"$409,547",64,2016 Quarter 3,Stanwood/span>,3116,2
78,42,Sales,"$3,569,646",493,2016 Quarter 3,Stanwood/span>,3116,2
79,44,Sales,"$11,562,574",535,2016 Quarter 3,Stanwood/span>,3116,2
80,45,Sales,"$5,385,997",691,2016 Quarter 3,Stanwood/span>,3116,2
81,48,Sales,"$155,514",7,2016 Quarter 3,Stanwood/span>,3116,2
82,49,Sales,D,D,2016 Quarter 3,Stanwood/span>,3116,2
83,51,Sales,"$1,551,398",166,2016 Quarter 3,Stanwood/span>,3116,2
84,52,Sales,"$421,751",51,2016 Quarter 3,Stanwood/span>,3116,2
85,53,Sales,"$560,262",106,2016 Quarter 3,Stanwood/span>,3116,2
86,54,Sales,"$614,931",178,2016 Quarter 3,Stanwood/span>,3116,2
87,55,Sales,D,D,2016 Quarter 3,Stanwood/span>,3116,2
88,56,Sales,"$1,019,690",259,2016 Quarter 3,Stanwood/span>,3116,2
89,61,Sales,"$33,149",27,2016 Quarter 3,Stanwood/span>,3116,2
90,62,Sales,"$40,433",23,2016 Quarter 3,Stanwood/span>,3116,2
91,71,Sales,"$319,949",21,2016 Quarter 3,Stanwood/span>,3116,2
92,72,Sales,"$6,526,922",56,2016 Quarter 3,Stanwood/span>,3116,2
93,81,Sales,"$1,408,212",137,2016 Quarter 3,Stanwood/span>,3116,2
94,92,Sales,"$1,575",3,2016 Quarter 3,Stanwood/span>,3116,2
95,11,Sales,"$6,297",7,2016 Quarter 2,Stanwood/span>,3116,2
96,21,Sales,D,D,2016 Quarter 2,Stanwood/span>,3116,2
97,22,Sales,"$5,616",3,2016 Quarter 2,Stanwood/span>,3116,2
98,23,Sales,"$12,135,994",574,2016 Quarter 2,Stanwood/span>,3116,2
99,31,Sales,"$52,203",38,2016 Quarter 2,Stanwood/span>,3116,2
100,32,Sales,"$276,091",61,2016 Quarter 2,Stanwood/span>,3116,2
101,33,Sales,"$296,355",53,2016 Quarter 2,Stanwood/span>,3116,2
102,42,Sales,"$3,341,689",483,2016 Quarter 2,Stanwood/span>,3116,2
103,44,Sales,"$11,731,492",508,2016 Quarter 2,Stanwood/span>,3116,2
104,45,Sales,"$4,917,519",635,2016 Quarter 2,Stanwood/span>,3116,2
105,48,Sales,"$71,123",7,2016 Quarter 2,Stanwood/span>,3116,2
106,49,Sales,D,D,2016 Quarter 2,Stanwood/span>,3116,2
107,51,Sales,"$1,392,833",158,2016 Quarter 2,Stanwood/span>,3116,2
108,52,Sales,"$415,101",47,2016 Quarter 2,Stanwood/span>,3116,2
109,53,Sales,"$558,090",94,2016 Quarter 2,Stanwood/span>,3116,2
110,54,Sales,"$639,852",159,2016 Quarter 2,Stanwood/span>,3116,2
111,55,Sales,D,D,2016 Quarter 2,Stanwood/span>,3116,2
112,56,Sales,"$1,047,667",253,2016 Quarter 2,Stanwood/span>,3116,2
113,61,Sales,"$12,346",26,2016 Quarter 2,Stanwood/span>,3116,2
114,62,Sales,"$55,629",21,2016 Quarter 2,Stanwood/span>,3116,2
115,71,Sales,"$340,548",13,2016 Quarter 2,Stanwood/span>,3116,2
116,72,Sales,"$6,426,488",55,2016 Quarter 2,Stanwood/span>,3116,2
117,81,Sales,"$1,369,808",137,2016 Quarter 2,Stanwood/span>,3116,2
118,92,Sales,"$1,237",3,2016 Quarter 2,Stanwood/span>,3116,2
119,11,Sales,D,D,2016 Quarter 1,Stanwood/span>,3116,2
120,22,Sales,"$14,919",3,2016 Quarter 1,Stanwood/span>,3116,2
121,23,Sales,"$9,561,220",531,2016 Quarter 1,Stanwood/span>,3116,2
122,31,Sales,"$37,730",35,2016 Quarter 1,Stanwood/span>,3116,2
123,32,Sales,"$147,928",54,2016 Quarter 1,Stanwood/span>,3116,2
124,33,Sales,"$238,312",72,2016 Quarter 1,Stanwood/span>,3116,2
125,42,Sales,"$3,263,036",489,2016 Quarter 1,Stanwood/span>,3116,2
126,44,Sales,"$9,588,410",471,2016 Quarter 1,Stanwood/span>,3116,2
127,45,Sales,"$4,600,053",618,2016 Quarter 1,Stanwood/span>,3116,2
128,48,Sales,"$81,828",4,2016 Quarter 1,Stanwood/span>,3116,2
129,49,Sales,D,D,2016 Quarter 1,Stanwood/span>,3116,2
130,51,Sales,"$1,542,186",158,2016 Quarter 1,Stanwood/span>,3116,2
131,52,Sales,"$271,596",50,2016 Quarter 1,Stanwood/span>,3116,2
132,53,Sales,"$429,806",91,2016 Quarter 1,Stanwood/span>,3116,2
133,54,Sales,"$1,524,719",165,2016 Quarter 1,Stanwood/span>,3116,2
134,55,Sales,D,D,2016 Quarter 1,Stanwood/span>,3116,2
135,56,Sales,"$806,948",249,2016 Quarter 1,Stanwood/span>,3116,2
136,61,Sales,"$27,297",27,2016 Quarter 1,Stanwood/span>,3116,2
137,62,Sales,"$57,751",22,2016 Quarter 1,Stanwood/span>,3116,2
138,71,Sales,"$385,985",17,2016 Quarter 1,Stanwood/span>,3116,2
139,72,Sales,"$5,790,174",51,2016 Quarter 1,Stanwood/span>,3116,2
140,81,Sales,"$1,305,897",130,2016 Quarter 1,Stanwood/span>,3116,2
141,92,Sales,"$8,440",3,2016 Quarter 1,Stanwood/span>,3116,2
142,11,Sales,"$113,128",21,2016 Annual ,Stanwood/span>,3116,2
143,21,Sales,"$118,283",3,2016 Annual ,Stanwood/span>,3116,2
144,22,Sales,"$58,679",3,2016 Annual ,Stanwood/span>,3116,2
145,23,Sales,"$38,140,710","1,137",2016 Annual ,Stanwood/span>,3116,2
146,31,Sales,"$261,330",72,2016 Annual ,Stanwood/span>,3116,2
147,32,Sales,"$825,291",108,2016 Annual ,Stanwood/span>,3116,2
148,33,Sales,"$1,219,610",162,2016 Annual ,Stanwood/span>,3116,2
149,42,Sales,"$13,319,641",886,2016 Annual ,Stanwood/span>,3116,2
150,44,Sales,"$44,275,586",971,2016 Annual ,Stanwood/span>,3116,2
151,45,Sales,"$21,464,572","1,335",2016 Annual ,Stanwood/span>,3116,2
152,48,Sales,"$412,255",12,2016 Annual ,Stanwood/span>,3116,2
153,49,Sales,D,D,2016 Annual ,Stanwood/span>,3116,2
154,51,Sales,"$6,324,831",222,2016 Annual ,Stanwood/span>,3116,2
155,52,Sales,"$1,658,123",68,2016 Annual ,Stanwood/span>,3116,2
156,53,Sales,"$2,110,384",138,2016 Annual ,Stanwood/span>,3116,2
157,54,Sales,"$3,377,753",318,2016 Annual ,Stanwood/span>,3116,2
158,55,Sales,D,D,2016 Annual ,Stanwood/span>,3116,2
159,56,Sales,"$3,966,544",430,2016 Annual ,Stanwood/span>,3116,2
160,61,Sales,"$117,003",52,2016 Annual ,Stanwood/span>,3116,2
161,62,Sales,"$221,728",39,2016 Annual ,Stanwood/span>,3116,2
162,71,Sales,"$1,349,766",50,2016 Annual ,Stanwood/span>,3116,2
163,72,Sales,"$24,768,518",72,2016 Annual ,Stanwood/span>,3116,2
164,81,Sales,"$5,558,033",238,2016 Annual ,Stanwood/span>,3116,2
165,92,Sales,"$17,561",3,2016 Annual ,Stanwood/span>,3116,2
166,11,Sales,"$10,811",9,2015 Quarter 4,Stanwood/span>,3116,2
167,21,Sales,D,D,2015 Quarter 4,Stanwood/span>,3116,2
168,22,Sales,D,D,2015 Quarter 4,Stanwood/span>,3116,2
169,23,Sales,"$8,221,846",552,2015 Quarter 4,Stanwood/span>,3116,2
170,31,Sales,"$62,039",53,2015 Quarter 4,Stanwood/span>,3116,2
171,32,Sales,"$187,835",72,2015 Quarter 4,Stanwood/span>,3116,2
172,33,Sales,"$211,391",80,2015 Quarter 4,Stanwood/span>,3116,2
173,42,Sales,"$3,280,742",521,2015 Quarter 4,Stanwood/span>,3116,2
174,44,Sales,"$10,494,660",533,2015 Quarter 4,Stanwood/span>,3116,2
175,45,Sales,"$6,068,545",851,2015 Quarter 4,Stanwood/span>,3116,2
176,48,Sales,"$64,377",8,2015 Quarter 4,Stanwood/span>,3116,2
177,49,Sales,D,D,2015 Quarter 4,Stanwood/span>,3116,2
178,51,Sales,"$1,627,503",171,2015 Quarter 4,Stanwood/span>,3116,2
179,52,Sales,"$307,475",50,2015 Quarter 4,Stanwood/span>,3116,2
180,53,Sales,"$561,350",94,2015 Quarter 4,Stanwood/span>,3116,2
181,54,Sales,"$638,016",200,2015 Quarter 4,Stanwood/span>,3116,2
182,55,Sales,D,D,2015 Quarter 4,Stanwood/span>,3116,2
183,56,Sales,"$918,474",271,2015 Quarter 4,Stanwood/span>,3116,2
184,61,Sales,"$33,184",32,2015 Quarter 4,Stanwood/span>,3116,2
185,62,Sales,"$65,199",31,2015 Quarter 4,Stanwood/span>,3116,2
186,71,Sales,"$318,834",28,2015 Quarter 4,Stanwood/span>,3116,2
187,72,Sales,"$5,742,344",54,2015 Quarter 4,Stanwood/span>,3116,2
188,81,Sales,"$1,350,424",142,2015 Quarter 4,Stanwood/span>,3116,2
189,92,Sales,"$1,720",3,2015 Quarter 4,Stanwood/span>,3116,2
190,11,Sales,D,D,2015 Quarter 3,Stanwood/span>,3116,2
191,21,Sales,D,D,2015 Quarter 3,Stanwood/span>,3116,2
192,22,Sales,D,D,2015 Quarter 3,Stanwood/span>,3116,2
193,23,Sales,"$5,699,764",509,2015 Quarter 3,Stanwood/span>,3116,2
194,31,Sales,"$25,965",32,2015 Quarter 3,Stanwood/span>,3116,2
195,32,Sales,"$161,505",64,2015 Quarter 3,Stanwood/span>,3116,2
196,33,Sales,"$149,613",51,2015 Quarter 3,Stanwood/span>,3116,2
197,42,Sales,"$3,355,530",463,2015 Quarter 3,Stanwood/span>,3116,2
198,44,Sales,"$10,416,432",452,2015 Quarter 3,Stanwood/span>,3116,2
199,45,Sales,"$4,899,853",601,2015 Quarter 3,Stanwood/span>,3116,2
200,48,Sales,"$139,567",5,2015 Quarter 3,Stanwood/span>,3116,2
201,49,Sales,D,D,2015 Quarter 3,Stanwood/span>,3116,2
202,51,Sales,"$1,623,798",157,2015 Quarter 3,Stanwood/span>,3116,2
203,52,Sales,"$450,196",50,2015 Quarter 3,Stanwood/span>,3116,2
204,53,Sales,"$524,209",94,2015 Quarter 3,Stanwood/span>,3116,2
205,54,Sales,"$443,547",153,2015 Quarter 3,Stanwood/span>,3116,2
206,55,Sales,D,D,2015 Quarter 3,Stanwood/span>,3116,2
207,56,Sales,"$850,163",239,2015 Quarter 3,Stanwood/span>,3116,2
208,61,Sales,"$57,424",31,2015 Quarter 3,Stanwood/span>,3116,2
209,62,Sales,"$63,582",21,2015 Quarter 3,Stanwood/span>,3116,2
210,71,Sales,"$304,094",19,2015 Quarter 3,Stanwood/span>,3116,2
211,72,Sales,"$6,340,025",62,2015 Quarter 3,Stanwood/span>,3116,2
212,81,Sales,"$1,318,858",130,2015 Quarter 3,Stanwood/span>,3116,2
213,92,Sales,"$1,649",4,2015 Quarter 3,Stanwood/span>,3116,2
214,11,Sales,"$8,734",5,2015 Quarter 2,Stanwood/span>,3116,2
215,22,Sales,D,D,2015 Quarter 2,Stanwood/span>,3116,2
216,23,Sales,"$4,548,408",511,2015 Quarter 2,Stanwood/span>,3116,2
217,31,Sales,"$23,574",34,2015 Quarter 2,Stanwood/span>,3116,2
218,32,Sales,"$162,785",57,2015 Quarter 2,Stanwood/span>,3116,2
219,33,Sales,"$83,923",54,2015 Quarter 2,Stanwood/span>,3116,2
220,42,Sales,"$3,100,587",459,2015 Quarter 2,Stanwood/span>,3116,2
221,44,Sales,"$10,354,782",440,2015 Quarter 2,Stanwood/span>,3116,2
222,45,Sales,"$4,527,277",559,2015 Quarter 2,Stanwood/span>,3116,2
223,48,Sales,"$135,466",6,2015 Quarter 2,Stanwood/span>,3116,2
224,49,Sales,D,D,2015 Quarter 2,Stanwood/span>,3116,2
225,51,Sales,"$1,196,796",152,2015 Quarter 2,Stanwood/span>,3116,2
226,52,Sales,"$289,713",47,2015 Quarter 2,Stanwood/span>,3116,2
227,53,Sales,"$451,792",93,2015 Quarter 2,Stanwood/span>,3116,2
228,54,Sales,"$576,608",148,2015 Quarter 2,Stanwood/span>,3116,2
229,55,Sales,D,D,2015 Quarter 2,Stanwood/span>,3116,2
230,56,Sales,"$993,337",252,2015 Quarter 2,Stanwood/span>,3116,2
231,61,Sales,"$27,680",28,2015 Quarter 2,Stanwood/span>,3116,2
232,62,Sales,"$104,800",24,2015 Quarter 2,Stanwood/span>,3116,2
233,71,Sales,"$313,295",14,2015 Quarter 2,Stanwood/span>,3116,2
234,72,Sales,"$6,126,133",55,2015 Quarter 2,Stanwood/span>,3116,2
235,81,Sales,"$1,254,828",120,2015 Quarter 2,Stanwood/span>,3116,2
236,92,Sales,"$2,113",3,2015 Quarter 2,Stanwood/span>,3116,2
237,11,Sales,"$3,987",5,2015 Quarter 1,Stanwood/span>,3116,2
238,22,Sales,D,D,2015 Quarter 1,Stanwood/span>,3116,2
239,23,Sales,"$3,107,451",477,2015 Quarter 1,Stanwood/span>,3116,2
240,31,Sales,"$26,116",32,2015 Quarter 1,Stanwood/span>,3116,2
241,32,Sales,"$221,613",56,2015 Quarter 1,Stanwood/span>,3116,2
242,33,Sales,"$154,013",46,2015 Quarter 1,Stanwood/span>,3116,2
243,42,Sales,"$3,056,901",452,2015 Quarter 1,Stanwood/span>,3116,2
244,44,Sales,"$9,252,653",404,2015 Quarter 1,Stanwood/span>,3116,2
245,45,Sales,"$4,179,323",573,2015 Quarter 1,Stanwood/span>,3116,2
246,48,Sales,"$68,105",6,2015 Quarter 1,Stanwood/span>,3116,2
247,49,Sales,"$1,000",3,2015 Quarter 1,Stanwood/span>,3116,2
248,51,Sales,"$1,152,377",153,2015 Quarter 1,Stanwood/span>,3116,2
249,52,Sales,"$269,311",46,2015 Quarter 1,Stanwood/span>,3116,2
250,53,Sales,"$412,104",88,2015 Quarter 1,Stanwood/span>,3116,2
251,54,Sales,"$1,886,892",135,2015 Quarter 1,Stanwood/span>,3116,2
252,56,Sales,"$703,980",217,2015 Quarter 1,Stanwood/span>,3116,2
253,61,Sales,"$23,187",25,2015 Quarter 1,Stanwood/span>,3116,2
254,62,Sales,"$38,965",24,2015 Quarter 1,Stanwood/span>,3116,2
255,71,Sales,"$338,819",15,2015 Quarter 1,Stanwood/span>,3116,2
256,72,Sales,"$5,656,598",50,2015 Quarter 1,Stanwood/span>,3116,2
257,81,Sales,"$1,234,509",123,2015 Quarter 1,Stanwood/span>,3116,2
258,92,Sales,"$22,035",4,2015 Quarter 1,Stanwood/span>,3116,2
259,11,Sales,"$23,768",15,2015 Annual ,Stanwood/span>,3116,2
260,21,Sales,D,D,2015 Annual ,Stanwood/span>,3116,2
261,22,Sales,D,D,2015 Annual ,Stanwood/span>,3116,2
262,23,Sales,"$21,678,019","1,060",2015 Annual ,Stanwood/span>,3116,2
263,31,Sales,"$137,615",71,2015 Annual ,Stanwood/span>,3116,2
264,32,Sales,"$732,486",110,2015 Annual ,Stanwood/span>,3116,2
265,33,Sales,"$533,488",137,2015 Annual ,Stanwood/span>,3116,2
266,42,Sales,"$12,758,921",825,2015 Annual ,Stanwood/span>,3116,2
267,44,Sales,"$40,223,273",778,2015 Annual ,Stanwood/span>,3116,2
268,45,Sales,"$19,509,625","1,168",2015 Annual ,Stanwood/span>,3116,2
269,48,Sales,"$407,515",12,2015 Annual ,Stanwood/span>,3116,2
270,49,Sales,"$8,926",4,2015 Annual ,Stanwood/span>,3116,2
271,51,Sales,"$6,076,939",220,2015 Annual ,Stanwood/span>,3116,2
272,52,Sales,"$1,317,730",62,2015 Annual ,Stanwood/span>,3116,2
273,53,Sales,"$1,946,056",138,2015 Annual ,Stanwood/span>,3116,2
274,54,Sales,"$3,545,819",288,2015 Annual ,Stanwood/span>,3116,2
275,55,Sales,D,D,2015 Annual ,Stanwood/span>,3116,2
276,56,Sales,"$3,451,616",389,2015 Annual ,Stanwood/span>,3116,2
277,61,Sales,"$141,393",54,2015 Annual ,Stanwood/span>,3116,2
278,62,Sales,"$272,526",37,2015 Annual ,Stanwood/span>,3116,2
279,71,Sales,"$1,276,294",40,2015 Annual ,Stanwood/span>,3116,2
280,72,Sales,"$23,865,100",73,2015 Annual ,Stanwood/span>,3116,2
281,81,Sales,"$5,158,619",216,2015 Annual ,Stanwood/span>,3116,2
282,92,Sales,"$27,517",5,2015 Annual ,Stanwood/span>,3116,2
283,11,Sales,"$11,461",8,2014 Quarter 4,Stanwood/span>,3116,2
284,22,Sales,D,D,2014 Quarter 4,Stanwood/span>,3116,2
285,23,Sales,"$4,074,199",497,2014 Quarter 4,Stanwood/span>,3116,2
286,31,Sales,"$41,034",49,2014 Quarter 4,Stanwood/span>,3116,2
287,32,Sales,"$87,548",67,2014 Quarter 4,Stanwood/span>,3116,2
288,33,Sales,"$505,584",72,2014 Quarter 4,Stanwood/span>,3116,2
289,42,Sales,"$3,051,725",525,2014 Quarter 4,Stanwood/span>,3116,2
290,44,Sales,"$9,729,700",462,2014 Quarter 4,Stanwood/span>,3116,2
291,45,Sales,"$5,587,965",722,2014 Quarter 4,Stanwood/span>,3116,2
292,48,Sales,"$53,679",6,2014 Quarter 4,Stanwood/span>,3116,2
293,49,Sales,"$1,970",3,2014 Quarter 4,Stanwood/span>,3116,2
294,51,Sales,"$1,223,014",169,2014 Quarter 4,Stanwood/span>,3116,2
295,52,Sales,"$291,275",50,2014 Quarter 4,Stanwood/span>,3116,2
296,53,Sales,"$478,696",96,2014 Quarter 4,Stanwood/span>,3116,2
297,54,Sales,"$740,510",177,2014 Quarter 4,Stanwood/span>,3116,2
298,56,Sales,"$837,690",258,2014 Quarter 4,Stanwood/span>,3116,2
299,61,Sales,"$38,972",39,2014 Quarter 4,Stanwood/span>,3116,2
300,62,Sales,"$50,950",27,2014 Quarter 4,Stanwood/span>,3116,2
301,71,Sales,"$328,584",30,2014 Quarter 4,Stanwood/span>,3116,2
302,72,Sales,"$5,590,966",56,2014 Quarter 4,Stanwood/span>,3116,2
303,81,Sales,"$1,557,842",159,2014 Quarter 4,Stanwood/span>,3116,2
304,92,Sales,D,D,2014 Quarter 4,Stanwood/span>,3116,2
305,11,Sales,"$1,804",3,2014 Quarter 3,Stanwood/span>,3116,2
306,22,Sales,D,D,2014 Quarter 3,Stanwood/span>,3116,2
307,23,Sales,"$6,130,035",476,2014 Quarter 3,Stanwood/span>,3116,2
308,31,Sales,"$28,545",30,2014 Quarter 3,Stanwood/span>,3116,2
309,32,Sales,"$95,872",57,2014 Quarter 3,Stanwood/span>,3116,2
310,33,Sales,"$243,563",52,2014 Quarter 3,Stanwood/span>,3116,2
311,42,Sales,"$3,355,245",473,2014 Quarter 3,Stanwood/span>,3116,2
312,44,Sales,"$9,805,477",427,2014 Quarter 3,Stanwood/span>,3116,2
313,45,Sales,"$4,482,860",560,2014 Quarter 3,Stanwood/span>,3116,2
314,48,Sales,"$62,395",5,2014 Quarter 3,Stanwood/span>,3116,2
315,49,Sales,"$3,367",3,2014 Quarter 3,Stanwood/span>,3116,2
316,51,Sales,"$1,185,652",165,2014 Quarter 3,Stanwood/span>,3116,2
317,52,Sales,"$269,296",44,2014 Quarter 3,Stanwood/span>,3116,2
318,53,Sales,"$463,145",87,2014 Quarter 3,Stanwood/span>,3116,2
319,54,Sales,"$441,472",130,2014 Quarter 3,Stanwood/span>,3116,2
320,56,Sales,"$837,901",230,2014 Quarter 3,Stanwood/span>,3116,2
321,61,Sales,"$60,609",31,2014 Quarter 3,Stanwood/span>,3116,2
322,62,Sales,"$43,886",21,2014 Quarter 3,Stanwood/span>,3116,2
323,71,Sales,"$261,728",13,2014 Quarter 3,Stanwood/span>,3116,2
324,72,Sales,"$5,706,058",59,2014 Quarter 3,Stanwood/span>,3116,2
325,81,Sales,"$1,167,188",116,2014 Quarter 3,Stanwood/span>,3116,2
326,92,Sales,"$1,032",3,2014 Quarter 3,Stanwood/span>,3116,2
327,11,Sales,"$2,053",4,2014 Quarter 2,Stanwood/span>,3116,2
328,22,Sales,D,D,2014 Quarter 2,Stanwood/span>,3116,2
329,23,Sales,"$3,981,543",471,2014 Quarter 2,Stanwood/span>,3116,2
330,31,Sales,"$21,933",33,2014 Quarter 2,Stanwood/span>,3116,2
331,32,Sales,"$90,662",52,2014 Quarter 2,Stanwood/span>,3116,2
332,33,Sales,"$158,602",50,2014 Quarter 2,Stanwood/span>,3116,2
333,42,Sales,"$3,048,937",464,2014 Quarter 2,Stanwood/span>,3116,2
334,44,Sales,"$9,454,801",406,2014 Quarter 2,Stanwood/span>,3116,2
335,45,Sales,"$4,315,001",520,2014 Quarter 2,Stanwood/span>,3116,2
336,48,Sales,"$61,012",5,2014 Quarter 2,Stanwood/span>,3116,2
337,49,Sales,D,D,2014 Quarter 2,Stanwood/span>,3116,2
338,51,Sales,"$1,174,216",158,2014 Quarter 2,Stanwood/span>,3116,2
339,52,Sales,"$226,755",38,2014 Quarter 2,Stanwood/span>,3116,2
340,53,Sales,"$326,526",87,2014 Quarter 2,Stanwood/span>,3116,2
341,54,Sales,"$679,349",135,2014 Quarter 2,Stanwood/span>,3116,2
342,56,Sales,"$811,937",234,2014 Quarter 2,Stanwood/span>,3116,2
343,61,Sales,"$40,830",33,2014 Quarter 2,Stanwood/span>,3116,2
344,62,Sales,"$41,709",21,2014 Quarter 2,Stanwood/span>,3116,2
345,71,Sales,"$288,177",14,2014 Quarter 2,Stanwood/span>,3116,2
346,72,Sales,"$5,434,793",51,2014 Quarter 2,Stanwood/span>,3116,2
347,81,Sales,"$1,179,345",131,2014 Quarter 2,Stanwood/span>,3116,2
