,NAICS,Tax Type,Total Taxable,Units,Year,location_name,location_id,naicstyp
33,51,Sales,"$1,840,645",173,2017 Quarter 4,Sedro Woolley/span>,2908,2
34,52,Sales,"$201,972",39,2017 Quarter 4,Sedro Woolley/span>,2908,2
35,53,Sales,"$835,689",98,2017 Quarter 4,Sedro Woolley/span>,2908,2
36,54,Sales,"$813,917",211,2017 Quarter 4,Sedro Woolley/span>,2908,2
37,56,Sales,"$951,570",179,2017 Quarter 4,Sedro Woolley/span>,2908,2
38,61,Sales,"$37,193",41,2017 Quarter 4,Sedro Woolley/span>,2908,2
39,62,Sales,"$66,186",20,2017 Quarter 4,Sedro Woolley/span>,2908,2
40,71,Sales,"$152,362",25,2017 Quarter 4,Sedro Woolley/span>,2908,2
41,72,Sales,"$4,847,300",44,2017 Quarter 4,Sedro Woolley/span>,2908,2
42,81,Sales,"$2,040,044",133,2017 Quarter 4,Sedro Woolley/span>,2908,2
43,92,Sales,"$3,228",3,2017 Quarter 4,Sedro Woolley/span>,2908,2
44,11,Sales,"$23,929",7,2016 Quarter 4,Sedro Woolley/span>,2908,2
45,21,Sales,D,D,2016 Quarter 4,Sedro Woolley/span>,2908,2
46,22,Sales,"$17,233",4,2016 Quarter 4,Sedro Woolley/span>,2908,2
47,23,Sales,"$5,170,087",360,2016 Quarter 4,Sedro Woolley/span>,2908,2
48,31,Sales,"$222,430",48,2016 Quarter 4,Sedro Woolley/span>,2908,2
49,32,Sales,"$658,838",68,2016 Quarter 4,Sedro Woolley/span>,2908,2
50,33,Sales,"$967,007",81,2016 Quarter 4,Sedro Woolley/span>,2908,2
51,42,Sales,"$3,464,495",562,2016 Quarter 4,Sedro Woolley/span>,2908,2
52,44,Sales,"$15,895,793",628,2016 Quarter 4,Sedro Woolley/span>,2908,2
53,45,Sales,"$2,590,749",918,2016 Quarter 4,Sedro Woolley/span>,2908,2
54,48,Sales,"$6,829",4,2016 Quarter 4,Sedro Woolley/span>,2908,2
55,49,Sales,D,D,2016 Quarter 4,Sedro Woolley/span>,2908,2
56,51,Sales,"$1,873,924",162,2016 Quarter 4,Sedro Woolley/span>,2908,2
57,52,Sales,"$172,171",46,2016 Quarter 4,Sedro Woolley/span>,2908,2
58,53,Sales,"$688,912",90,2016 Quarter 4,Sedro Woolley/span>,2908,2
59,54,Sales,"$587,374",195,2016 Quarter 4,Sedro Woolley/span>,2908,2
60,55,Sales,D,D,2016 Quarter 4,Sedro Woolley/span>,2908,2
61,56,Sales,"$859,957",183,2016 Quarter 4,Sedro Woolley/span>,2908,2
62,61,Sales,"$19,414",35,2016 Quarter 4,Sedro Woolley/span>,2908,2
63,62,Sales,"$66,460",23,2016 Quarter 4,Sedro Woolley/span>,2908,2
64,71,Sales,"$155,193",19,2016 Quarter 4,Sedro Woolley/span>,2908,2
65,72,Sales,"$4,518,260",44,2016 Quarter 4,Sedro Woolley/span>,2908,2
66,81,Sales,"$1,920,679",134,2016 Quarter 4,Sedro Woolley/span>,2908,2
67,92,Sales,"$14,186",4,2016 Quarter 4,Sedro Woolley/span>,2908,2
68,11,Sales,"$12,365",6,2016 Quarter 3,Sedro Woolley/span>,2908,2
69,22,Sales,D,D,2016 Quarter 3,Sedro Woolley/span>,2908,2
70,23,Sales,"$4,471,113",349,2016 Quarter 3,Sedro Woolley/span>,2908,2
71,31,Sales,"$252,044",27,2016 Quarter 3,Sedro Woolley/span>,2908,2
72,32,Sales,"$1,070,017",69,2016 Quarter 3,Sedro Woolley/span>,2908,2
73,33,Sales,"$973,158",64,2016 Quarter 3,Sedro Woolley/span>,2908,2
74,42,Sales,"$3,430,313",520,2016 Quarter 3,Sedro Woolley/span>,2908,2
75,44,Sales,"$16,001,628",509,2016 Quarter 3,Sedro Woolley/span>,2908,2
76,45,Sales,"$2,439,776",645,2016 Quarter 3,Sedro Woolley/span>,2908,2
77,48,Sales,D,D,2016 Quarter 3,Sedro Woolley/span>,2908,2
78,49,Sales,D,D,2016 Quarter 3,Sedro Woolley/span>,2908,2
79,51,Sales,"$1,909,316",153,2016 Quarter 3,Sedro Woolley/span>,2908,2
80,52,Sales,"$150,756",42,2016 Quarter 3,Sedro Woolley/span>,2908,2
81,53,Sales,"$592,719",87,2016 Quarter 3,Sedro Woolley/span>,2908,2
82,54,Sales,"$531,077",140,2016 Quarter 3,Sedro Woolley/span>,2908,2
83,56,Sales,"$893,076",170,2016 Quarter 3,Sedro Woolley/span>,2908,2
84,61,Sales,"$37,278",31,2016 Quarter 3,Sedro Woolley/span>,2908,2
85,62,Sales,"$64,112",20,2016 Quarter 3,Sedro Woolley/span>,2908,2
86,71,Sales,"$150,923",11,2016 Quarter 3,Sedro Woolley/span>,2908,2
87,72,Sales,"$5,176,569",43,2016 Quarter 3,Sedro Woolley/span>,2908,2
88,81,Sales,"$1,955,032",107,2016 Quarter 3,Sedro Woolley/span>,2908,2
89,92,Sales,"$5,398",4,2016 Quarter 3,Sedro Woolley/span>,2908,2
90,11,Sales,"$44,411",6,2016 Quarter 2,Sedro Woolley/span>,2908,2
91,21,Sales,D,D,2016 Quarter 2,Sedro Woolley/span>,2908,2
92,22,Sales,D,D,2016 Quarter 2,Sedro Woolley/span>,2908,2
93,23,Sales,"$4,253,723",346,2016 Quarter 2,Sedro Woolley/span>,2908,2
94,31,Sales,"$224,100",28,2016 Quarter 2,Sedro Woolley/span>,2908,2
95,32,Sales,"$924,784",63,2016 Quarter 2,Sedro Woolley/span>,2908,2
96,33,Sales,"$1,797,702",73,2016 Quarter 2,Sedro Woolley/span>,2908,2
97,42,Sales,"$4,564,269",523,2016 Quarter 2,Sedro Woolley/span>,2908,2
98,44,Sales,"$15,628,801",465,2016 Quarter 2,Sedro Woolley/span>,2908,2
99,45,Sales,"$2,147,847",610,2016 Quarter 2,Sedro Woolley/span>,2908,2
100,48,Sales,"$5,411",4,2016 Quarter 2,Sedro Woolley/span>,2908,2
101,49,Sales,D,D,2016 Quarter 2,Sedro Woolley/span>,2908,2
102,51,Sales,"$2,131,881",159,2016 Quarter 2,Sedro Woolley/span>,2908,2
103,52,Sales,"$205,962",40,2016 Quarter 2,Sedro Woolley/span>,2908,2
104,53,Sales,"$676,335",83,2016 Quarter 2,Sedro Woolley/span>,2908,2
105,54,Sales,"$589,140",136,2016 Quarter 2,Sedro Woolley/span>,2908,2
106,56,Sales,"$700,392",162,2016 Quarter 2,Sedro Woolley/span>,2908,2
107,61,Sales,"$11,980",29,2016 Quarter 2,Sedro Woolley/span>,2908,2
108,62,Sales,"$70,137",20,2016 Quarter 2,Sedro Woolley/span>,2908,2
109,71,Sales,"$159,675",8,2016 Quarter 2,Sedro Woolley/span>,2908,2
110,72,Sales,"$4,814,634",45,2016 Quarter 2,Sedro Woolley/span>,2908,2
111,81,Sales,"$1,974,106",112,2016 Quarter 2,Sedro Woolley/span>,2908,2
112,92,Sales,"$10,825",4,2016 Quarter 2,Sedro Woolley/span>,2908,2
113,11,Sales,"$8,116",4,2016 Quarter 1,Sedro Woolley/span>,2908,2
114,22,Sales,D,D,2016 Quarter 1,Sedro Woolley/span>,2908,2
115,23,Sales,"$3,729,201",320,2016 Quarter 1,Sedro Woolley/span>,2908,2
116,31,Sales,"$210,250",24,2016 Quarter 1,Sedro Woolley/span>,2908,2
117,32,Sales,"$646,540",61,2016 Quarter 1,Sedro Woolley/span>,2908,2
118,33,Sales,"$994,798",68,2016 Quarter 1,Sedro Woolley/span>,2908,2
119,42,Sales,"$3,777,981",541,2016 Quarter 1,Sedro Woolley/span>,2908,2
120,44,Sales,"$13,716,629",463,2016 Quarter 1,Sedro Woolley/span>,2908,2
121,45,Sales,"$2,153,789",574,2016 Quarter 1,Sedro Woolley/span>,2908,2
122,48,Sales,"$2,606",3,2016 Quarter 1,Sedro Woolley/span>,2908,2
123,49,Sales,D,D,2016 Quarter 1,Sedro Woolley/span>,2908,2
124,51,Sales,"$1,994,357",151,2016 Quarter 1,Sedro Woolley/span>,2908,2
125,52,Sales,"$175,660",42,2016 Quarter 1,Sedro Woolley/span>,2908,2
126,53,Sales,"$425,877",77,2016 Quarter 1,Sedro Woolley/span>,2908,2
127,54,Sales,"$570,830",147,2016 Quarter 1,Sedro Woolley/span>,2908,2
128,55,Sales,D,D,2016 Quarter 1,Sedro Woolley/span>,2908,2
129,56,Sales,"$853,208",161,2016 Quarter 1,Sedro Woolley/span>,2908,2
130,61,Sales,"$20,860",29,2016 Quarter 1,Sedro Woolley/span>,2908,2
131,62,Sales,"$60,721",21,2016 Quarter 1,Sedro Woolley/span>,2908,2
132,71,Sales,"$207,960",11,2016 Quarter 1,Sedro Woolley/span>,2908,2
133,72,Sales,"$4,313,124",38,2016 Quarter 1,Sedro Woolley/span>,2908,2
134,81,Sales,"$1,852,017",107,2016 Quarter 1,Sedro Woolley/span>,2908,2
135,92,Sales,"$37,764",4,2016 Quarter 1,Sedro Woolley/span>,2908,2
136,11,Sales,"$88,821",12,2016 Annual ,Sedro Woolley/span>,2908,2
137,21,Sales,D,D,2016 Annual ,Sedro Woolley/span>,2908,2
138,22,Sales,"$43,088",5,2016 Annual ,Sedro Woolley/span>,2908,2
139,23,Sales,"$17,669,335",664,2016 Annual ,Sedro Woolley/span>,2908,2
140,31,Sales,"$908,026",62,2016 Annual ,Sedro Woolley/span>,2908,2
141,32,Sales,"$3,253,829",113,2016 Annual ,Sedro Woolley/span>,2908,2
142,33,Sales,"$4,730,695",147,2016 Annual ,Sedro Woolley/span>,2908,2
143,42,Sales,"$15,222,850",923,2016 Annual ,Sedro Woolley/span>,2908,2
144,44,Sales,"$61,239,546",882,2016 Annual ,Sedro Woolley/span>,2908,2
145,45,Sales,"$9,342,639","1,281",2016 Annual ,Sedro Woolley/span>,2908,2
146,48,Sales,"$23,481",8,2016 Annual ,Sedro Woolley/span>,2908,2
147,49,Sales,"$27,244",4,2016 Annual ,Sedro Woolley/span>,2908,2
148,51,Sales,"$7,897,253",225,2016 Annual ,Sedro Woolley/span>,2908,2
149,52,Sales,"$704,549",57,2016 Annual ,Sedro Woolley/span>,2908,2
150,53,Sales,"$2,383,893",118,2016 Annual ,Sedro Woolley/span>,2908,2
151,54,Sales,"$2,271,780",267,2016 Annual ,Sedro Woolley/span>,2908,2
152,55,Sales,D,D,2016 Annual ,Sedro Woolley/span>,2908,2
153,56,Sales,"$3,335,760",272,2016 Annual ,Sedro Woolley/span>,2908,2
154,61,Sales,"$89,532",61,2016 Annual ,Sedro Woolley/span>,2908,2
155,62,Sales,"$261,430",32,2016 Annual ,Sedro Woolley/span>,2908,2
156,71,Sales,"$673,751",26,2016 Annual ,Sedro Woolley/span>,2908,2
157,72,Sales,"$18,822,587",59,2016 Annual ,Sedro Woolley/span>,2908,2
158,81,Sales,"$7,702,465",200,2016 Annual ,Sedro Woolley/span>,2908,2
159,92,Sales,"$68,173",5,2016 Annual ,Sedro Woolley/span>,2908,2
160,11,Sales,"$107,360",10,2015 Quarter 4,Sedro Woolley/span>,2908,2
161,21,Sales,D,D,2015 Quarter 4,Sedro Woolley/span>,2908,2
162,22,Sales,D,D,2015 Quarter 4,Sedro Woolley/span>,2908,2
163,23,Sales,"$4,876,303",370,2015 Quarter 4,Sedro Woolley/span>,2908,2
164,31,Sales,"$215,713",40,2015 Quarter 4,Sedro Woolley/span>,2908,2
165,32,Sales,"$648,560",51,2015 Quarter 4,Sedro Woolley/span>,2908,2
166,33,Sales,"$347,321",74,2015 Quarter 4,Sedro Woolley/span>,2908,2
167,42,Sales,"$4,378,473",542,2015 Quarter 4,Sedro Woolley/span>,2908,2
168,44,Sales,"$14,322,934",490,2015 Quarter 4,Sedro Woolley/span>,2908,2
169,45,Sales,"$2,793,532",758,2015 Quarter 4,Sedro Woolley/span>,2908,2
170,48,Sales,"$15,861",6,2015 Quarter 4,Sedro Woolley/span>,2908,2
171,49,Sales,D,D,2015 Quarter 4,Sedro Woolley/span>,2908,2
172,51,Sales,"$2,167,571",158,2015 Quarter 4,Sedro Woolley/span>,2908,2
173,52,Sales,"$172,882",43,2015 Quarter 4,Sedro Woolley/span>,2908,2
174,53,Sales,"$640,640",85,2015 Quarter 4,Sedro Woolley/span>,2908,2
175,54,Sales,"$812,814",181,2015 Quarter 4,Sedro Woolley/span>,2908,2
176,55,Sales,D,D,2015 Quarter 4,Sedro Woolley/span>,2908,2
177,56,Sales,"$780,000",170,2015 Quarter 4,Sedro Woolley/span>,2908,2
178,61,Sales,"$30,361",33,2015 Quarter 4,Sedro Woolley/span>,2908,2
179,62,Sales,"$52,909",20,2015 Quarter 4,Sedro Woolley/span>,2908,2
180,71,Sales,"$160,913",22,2015 Quarter 4,Sedro Woolley/span>,2908,2
181,72,Sales,"$4,304,622",42,2015 Quarter 4,Sedro Woolley/span>,2908,2
182,81,Sales,"$1,824,476",131,2015 Quarter 4,Sedro Woolley/span>,2908,2
183,92,Sales,"$7,659",5,2015 Quarter 4,Sedro Woolley/span>,2908,2
184,11,Sales,"$35,307",5,2015 Quarter 3,Sedro Woolley/span>,2908,2
185,21,Sales,D,D,2015 Quarter 3,Sedro Woolley/span>,2908,2
186,22,Sales,"$3,692",4,2015 Quarter 3,Sedro Woolley/span>,2908,2
187,23,Sales,"$5,273,158",356,2015 Quarter 3,Sedro Woolley/span>,2908,2
188,31,Sales,"$226,477",31,2015 Quarter 3,Sedro Woolley/span>,2908,2
189,32,Sales,"$909,314",57,2015 Quarter 3,Sedro Woolley/span>,2908,2
190,33,Sales,"$418,761",60,2015 Quarter 3,Sedro Woolley/span>,2908,2
191,42,Sales,"$4,869,439",496,2015 Quarter 3,Sedro Woolley/span>,2908,2
192,44,Sales,"$14,852,205",391,2015 Quarter 3,Sedro Woolley/span>,2908,2
193,45,Sales,"$2,016,670",568,2015 Quarter 3,Sedro Woolley/span>,2908,2
194,48,Sales,"$8,760",5,2015 Quarter 3,Sedro Woolley/span>,2908,2
195,49,Sales,D,D,2015 Quarter 3,Sedro Woolley/span>,2908,2
196,51,Sales,"$2,062,087",134,2015 Quarter 3,Sedro Woolley/span>,2908,2
197,52,Sales,"$137,555",43,2015 Quarter 3,Sedro Woolley/span>,2908,2
198,53,Sales,"$577,660",77,2015 Quarter 3,Sedro Woolley/span>,2908,2
199,54,Sales,"$636,340",132,2015 Quarter 3,Sedro Woolley/span>,2908,2
200,56,Sales,"$682,109",151,2015 Quarter 3,Sedro Woolley/span>,2908,2
201,61,Sales,"$32,946",31,2015 Quarter 3,Sedro Woolley/span>,2908,2
202,62,Sales,"$47,564",19,2015 Quarter 3,Sedro Woolley/span>,2908,2
203,71,Sales,"$146,629",9,2015 Quarter 3,Sedro Woolley/span>,2908,2
204,72,Sales,"$4,830,607",44,2015 Quarter 3,Sedro Woolley/span>,2908,2
205,81,Sales,"$1,951,291",101,2015 Quarter 3,Sedro Woolley/span>,2908,2
206,92,Sales,"$8,424",3,2015 Quarter 3,Sedro Woolley/span>,2908,2
207,11,Sales,"$32,707",4,2015 Quarter 2,Sedro Woolley/span>,2908,2
208,21,Sales,D,D,2015 Quarter 2,Sedro Woolley/span>,2908,2
209,23,Sales,"$3,321,926",329,2015 Quarter 2,Sedro Woolley/span>,2908,2
210,31,Sales,"$208,794",26,2015 Quarter 2,Sedro Woolley/span>,2908,2
211,32,Sales,"$749,630",55,2015 Quarter 2,Sedro Woolley/span>,2908,2
212,33,Sales,"$546,946",68,2015 Quarter 2,Sedro Woolley/span>,2908,2
213,42,Sales,"$5,262,579",473,2015 Quarter 2,Sedro Woolley/span>,2908,2
214,44,Sales,"$15,074,704",393,2015 Quarter 2,Sedro Woolley/span>,2908,2
215,45,Sales,"$2,177,664",511,2015 Quarter 2,Sedro Woolley/span>,2908,2
216,48,Sales,"$10,049",3,2015 Quarter 2,Sedro Woolley/span>,2908,2
217,49,Sales,"$32,036",3,2015 Quarter 2,Sedro Woolley/span>,2908,2
218,51,Sales,"$2,191,768",131,2015 Quarter 2,Sedro Woolley/span>,2908,2
219,52,Sales,"$137,973",40,2015 Quarter 2,Sedro Woolley/span>,2908,2
220,53,Sales,"$393,442",69,2015 Quarter 2,Sedro Woolley/span>,2908,2
221,54,Sales,"$540,740",144,2015 Quarter 2,Sedro Woolley/span>,2908,2
222,56,Sales,"$823,440",144,2015 Quarter 2,Sedro Woolley/span>,2908,2
223,61,Sales,"$15,877",34,2015 Quarter 2,Sedro Woolley/span>,2908,2
224,62,Sales,"$58,655",21,2015 Quarter 2,Sedro Woolley/span>,2908,2
225,71,Sales,"$149,640",8,2015 Quarter 2,Sedro Woolley/span>,2908,2
226,72,Sales,"$4,529,213",46,2015 Quarter 2,Sedro Woolley/span>,2908,2
227,81,Sales,"$1,935,843",98,2015 Quarter 2,Sedro Woolley/span>,2908,2
228,92,Sales,"$67,050",4,2015 Quarter 2,Sedro Woolley/span>,2908,2
229,11,Sales,"$40,534",8,2015 Quarter 1,Sedro Woolley/span>,2908,2
230,21,Sales,D,D,2015 Quarter 1,Sedro Woolley/span>,2908,2
231,22,Sales,$945,3,2015 Quarter 1,Sedro Woolley/span>,2908,2
232,23,Sales,"$2,858,672",304,2015 Quarter 1,Sedro Woolley/span>,2908,2
233,31,Sales,"$193,091",25,2015 Quarter 1,Sedro Woolley/span>,2908,2
234,32,Sales,"$591,101",55,2015 Quarter 1,Sedro Woolley/span>,2908,2
235,33,Sales,"$316,459",64,2015 Quarter 1,Sedro Woolley/span>,2908,2
236,42,Sales,"$4,758,634",476,2015 Quarter 1,Sedro Woolley/span>,2908,2
237,44,Sales,"$13,248,167",374,2015 Quarter 1,Sedro Woolley/span>,2908,2
238,45,Sales,"$2,008,960",519,2015 Quarter 1,Sedro Woolley/span>,2908,2
239,48,Sales,"$5,175",4,2015 Quarter 1,Sedro Woolley/span>,2908,2
240,49,Sales,D,D,2015 Quarter 1,Sedro Woolley/span>,2908,2
241,51,Sales,"$1,754,239",131,2015 Quarter 1,Sedro Woolley/span>,2908,2
242,52,Sales,"$124,484",37,2015 Quarter 1,Sedro Woolley/span>,2908,2
243,53,Sales,"$370,810",74,2015 Quarter 1,Sedro Woolley/span>,2908,2
244,54,Sales,"$498,993",130,2015 Quarter 1,Sedro Woolley/span>,2908,2
245,55,Sales,D,D,2015 Quarter 1,Sedro Woolley/span>,2908,2
246,56,Sales,"$563,070",149,2015 Quarter 1,Sedro Woolley/span>,2908,2
247,61,Sales,"$21,585",31,2015 Quarter 1,Sedro Woolley/span>,2908,2
248,62,Sales,"$39,454",17,2015 Quarter 1,Sedro Woolley/span>,2908,2
249,71,Sales,"$175,646",11,2015 Quarter 1,Sedro Woolley/span>,2908,2
250,72,Sales,"$4,092,305",39,2015 Quarter 1,Sedro Woolley/span>,2908,2
251,81,Sales,"$1,629,683",93,2015 Quarter 1,Sedro Woolley/span>,2908,2
252,92,Sales,"$15,613",4,2015 Quarter 1,Sedro Woolley/span>,2908,2
253,11,Sales,"$215,908",16,2015 Annual ,Sedro Woolley/span>,2908,2
254,21,Sales,"$8,168",3,2015 Annual ,Sedro Woolley/span>,2908,2
255,22,Sales,"$4,777",5,2015 Annual ,Sedro Woolley/span>,2908,2
256,23,Sales,"$16,337,306",631,2015 Annual ,Sedro Woolley/span>,2908,2
257,31,Sales,"$844,472",59,2015 Annual ,Sedro Woolley/span>,2908,2
258,32,Sales,"$2,900,060",98,2015 Annual ,Sedro Woolley/span>,2908,2
259,33,Sales,"$1,643,703",143,2015 Annual ,Sedro Woolley/span>,2908,2
260,42,Sales,"$19,270,791",886,2015 Annual ,Sedro Woolley/span>,2908,2
261,44,Sales,"$57,295,481",703,2015 Annual ,Sedro Woolley/span>,2908,2
262,45,Sales,"$8,697,985","1,067",2015 Annual ,Sedro Woolley/span>,2908,2
263,48,Sales,"$39,845",9,2015 Annual ,Sedro Woolley/span>,2908,2
264,49,Sales,"$48,413",5,2015 Annual ,Sedro Woolley/span>,2908,2
265,51,Sales,"$8,679,010",201,2015 Annual ,Sedro Woolley/span>,2908,2
266,52,Sales,"$578,823",54,2015 Annual ,Sedro Woolley/span>,2908,2
267,53,Sales,"$1,976,498",109,2015 Annual ,Sedro Woolley/span>,2908,2
268,54,Sales,"$2,486,440",246,2015 Annual ,Sedro Woolley/span>,2908,2
269,55,Sales,D,D,2015 Annual ,Sedro Woolley/span>,2908,2
270,56,Sales,"$2,833,721",251,2015 Annual ,Sedro Woolley/span>,2908,2
271,61,Sales,"$98,967",56,2015 Annual ,Sedro Woolley/span>,2908,2
272,62,Sales,"$198,565",25,2015 Annual ,Sedro Woolley/span>,2908,2
273,71,Sales,"$625,161",27,2015 Annual ,Sedro Woolley/span>,2908,2
274,72,Sales,"$17,756,747",56,2015 Annual ,Sedro Woolley/span>,2908,2
275,81,Sales,"$7,341,293",180,2015 Annual ,Sedro Woolley/span>,2908,2
276,92,Sales,"$98,746",5,2015 Annual ,Sedro Woolley/span>,2908,2
277,11,Sales,"$136,080",8,2014 Quarter 4,Sedro Woolley/span>,2908,2
278,22,Sales,D,D,2014 Quarter 4,Sedro Woolley/span>,2908,2
279,23,Sales,"$2,712,030",325,2014 Quarter 4,Sedro Woolley/span>,2908,2
280,31,Sales,"$199,249",34,2014 Quarter 4,Sedro Woolley/span>,2908,2
281,32,Sales,"$550,391",74,2014 Quarter 4,Sedro Woolley/span>,2908,2
282,33,Sales,"$300,690",66,2014 Quarter 4,Sedro Woolley/span>,2908,2
283,42,Sales,"$4,162,913",495,2014 Quarter 4,Sedro Woolley/span>,2908,2
284,44,Sales,"$12,749,082",430,2014 Quarter 4,Sedro Woolley/span>,2908,2
285,45,Sales,"$2,676,252",645,2014 Quarter 4,Sedro Woolley/span>,2908,2
286,48,Sales,"$6,160",5,2014 Quarter 4,Sedro Woolley/span>,2908,2
287,49,Sales,"$4,940",3,2014 Quarter 4,Sedro Woolley/span>,2908,2
288,51,Sales,"$1,917,364",155,2014 Quarter 4,Sedro Woolley/span>,2908,2
289,52,Sales,"$162,266",37,2014 Quarter 4,Sedro Woolley/span>,2908,2
290,53,Sales,"$387,136",71,2014 Quarter 4,Sedro Woolley/span>,2908,2
291,54,Sales,"$835,171",162,2014 Quarter 4,Sedro Woolley/span>,2908,2
292,56,Sales,"$611,150",164,2014 Quarter 4,Sedro Woolley/span>,2908,2
293,61,Sales,"$63,266",31,2014 Quarter 4,Sedro Woolley/span>,2908,2
294,62,Sales,"$34,461",20,2014 Quarter 4,Sedro Woolley/span>,2908,2
295,71,Sales,"$186,693",22,2014 Quarter 4,Sedro Woolley/span>,2908,2
296,72,Sales,"$4,073,351",39,2014 Quarter 4,Sedro Woolley/span>,2908,2
297,81,Sales,"$1,728,784",126,2014 Quarter 4,Sedro Woolley/span>,2908,2
298,92,Sales,D,D,2014 Quarter 4,Sedro Woolley/span>,2908,2
299,11,Sales,"$328,386",5,2014 Quarter 3,Sedro Woolley/span>,2908,2
300,21,Sales,D,D,2014 Quarter 3,Sedro Woolley/span>,2908,2
301,22,Sales,D,D,2014 Quarter 3,Sedro Woolley/span>,2908,2
302,23,Sales,"$3,321,845",330,2014 Quarter 3,Sedro Woolley/span>,2908,2
303,31,Sales,"$203,415",23,2014 Quarter 3,Sedro Woolley/span>,2908,2
304,32,Sales,"$833,524",53,2014 Quarter 3,Sedro Woolley/span>,2908,2
305,33,Sales,"$449,661",69,2014 Quarter 3,Sedro Woolley/span>,2908,2
306,42,Sales,"$5,222,218",458,2014 Quarter 3,Sedro Woolley/span>,2908,2
307,44,Sales,"$13,822,898",357,2014 Quarter 3,Sedro Woolley/span>,2908,2
308,45,Sales,"$2,238,697",512,2014 Quarter 3,Sedro Woolley/span>,2908,2
309,48,Sales,"$3,625",3,2014 Quarter 3,Sedro Woolley/span>,2908,2
310,49,Sales,D,D,2014 Quarter 3,Sedro Woolley/span>,2908,2
311,51,Sales,"$1,901,222",139,2014 Quarter 3,Sedro Woolley/span>,2908,2
312,52,Sales,"$123,005",37,2014 Quarter 3,Sedro Woolley/span>,2908,2
313,53,Sales,"$358,605",66,2014 Quarter 3,Sedro Woolley/span>,2908,2
314,54,Sales,"$402,370",122,2014 Quarter 3,Sedro Woolley/span>,2908,2
315,55,Sales,D,D,2014 Quarter 3,Sedro Woolley/span>,2908,2
316,56,Sales,"$544,763",132,2014 Quarter 3,Sedro Woolley/span>,2908,2
317,61,Sales,"$40,321",28,2014 Quarter 3,Sedro Woolley/span>,2908,2
318,62,Sales,"$36,798",15,2014 Quarter 3,Sedro Woolley/span>,2908,2
319,71,Sales,"$146,911",13,2014 Quarter 3,Sedro Woolley/span>,2908,2
320,72,Sales,"$4,462,685",43,2014 Quarter 3,Sedro Woolley/span>,2908,2
321,81,Sales,"$1,894,486",104,2014 Quarter 3,Sedro Woolley/span>,2908,2
322,92,Sales,"$9,919",4,2014 Quarter 3,Sedro Woolley/span>,2908,2
