,NAICS,Tax Type,Total Taxable,Units,Year,location_name,location_id,naicstyp
38,72,Sales,"$191,742",3,2017 Quarter 4,Nooksack/span>,3706,2
39,81,Sales,"$440,834",19,2017 Quarter 4,Nooksack/span>,3706,2
40,92,Sales,D,D,2017 Quarter 4,Nooksack/span>,3706,2
41,11,Sales,D,D,2016 Quarter 4,Nooksack/span>,3706,2
42,21,Sales,D,D,2016 Quarter 4,Nooksack/span>,3706,2
43,23,Sales,"$2,202,249",52,2016 Quarter 4,Nooksack/span>,3706,2
44,31,Sales,"$3,180",7,2016 Quarter 4,Nooksack/span>,3706,2
45,32,Sales,"$5,974",9,2016 Quarter 4,Nooksack/span>,3706,2
46,33,Sales,"$8,484",4,2016 Quarter 4,Nooksack/span>,3706,2
47,42,Sales,"$782,137",77,2016 Quarter 4,Nooksack/span>,3706,2
48,44,Sales,"$388,092",151,2016 Quarter 4,Nooksack/span>,3706,2
49,45,Sales,"$203,806",216,2016 Quarter 4,Nooksack/span>,3706,2
50,48,Sales,D,D,2016 Quarter 4,Nooksack/span>,3706,2
51,51,Sales,"$148,857",52,2016 Quarter 4,Nooksack/span>,3706,2
52,52,Sales,"$5,645",7,2016 Quarter 4,Nooksack/span>,3706,2
53,53,Sales,"$26,012",11,2016 Quarter 4,Nooksack/span>,3706,2
54,54,Sales,"$96,919",34,2016 Quarter 4,Nooksack/span>,3706,2
55,56,Sales,"$10,150",24,2016 Quarter 4,Nooksack/span>,3706,2
56,61,Sales,"$5,040",6,2016 Quarter 4,Nooksack/span>,3706,2
57,71,Sales,D,D,2016 Quarter 4,Nooksack/span>,3706,2
58,72,Sales,D,D,2016 Quarter 4,Nooksack/span>,3706,2
59,81,Sales,"$498,428",23,2016 Quarter 4,Nooksack/span>,3706,2
60,92,Sales,D,D,2016 Quarter 4,Nooksack/span>,3706,2
61,11,Sales,D,D,2016 Quarter 3,Nooksack/span>,3706,2
62,21,Sales,D,D,2016 Quarter 3,Nooksack/span>,3706,2
63,23,Sales,"$1,781,708",53,2016 Quarter 3,Nooksack/span>,3706,2
64,31,Sales,$329,3,2016 Quarter 3,Nooksack/span>,3706,2
65,32,Sales,"$15,038",9,2016 Quarter 3,Nooksack/span>,3706,2
66,33,Sales,"$2,234",6,2016 Quarter 3,Nooksack/span>,3706,2
67,42,Sales,"$905,155",65,2016 Quarter 3,Nooksack/span>,3706,2
68,44,Sales,"$259,826",126,2016 Quarter 3,Nooksack/span>,3706,2
69,45,Sales,"$165,863",164,2016 Quarter 3,Nooksack/span>,3706,2
70,49,Sales,D,D,2016 Quarter 3,Nooksack/span>,3706,2
71,51,Sales,"$147,469",49,2016 Quarter 3,Nooksack/span>,3706,2
72,52,Sales,"$5,754",9,2016 Quarter 3,Nooksack/span>,3706,2
73,53,Sales,"$47,072",13,2016 Quarter 3,Nooksack/span>,3706,2
74,54,Sales,"$113,015",28,2016 Quarter 3,Nooksack/span>,3706,2
75,56,Sales,"$17,750",29,2016 Quarter 3,Nooksack/span>,3706,2
76,61,Sales,$224,4,2016 Quarter 3,Nooksack/span>,3706,2
77,62,Sales,D,D,2016 Quarter 3,Nooksack/span>,3706,2
78,71,Sales,D,D,2016 Quarter 3,Nooksack/span>,3706,2
79,72,Sales,"$191,860",3,2016 Quarter 3,Nooksack/span>,3706,2
80,81,Sales,"$645,915",22,2016 Quarter 3,Nooksack/span>,3706,2
81,92,Sales,D,D,2016 Quarter 3,Nooksack/span>,3706,2
82,11,Sales,D,D,2016 Quarter 2,Nooksack/span>,3706,2
83,21,Sales,D,D,2016 Quarter 2,Nooksack/span>,3706,2
84,23,Sales,"$281,339",50,2016 Quarter 2,Nooksack/span>,3706,2
85,31,Sales,$70,3,2016 Quarter 2,Nooksack/span>,3706,2
86,32,Sales,"$15,489",4,2016 Quarter 2,Nooksack/span>,3706,2
87,33,Sales,"$1,124",6,2016 Quarter 2,Nooksack/span>,3706,2
88,42,Sales,"$1,006,616",63,2016 Quarter 2,Nooksack/span>,3706,2
89,44,Sales,"$152,067",100,2016 Quarter 2,Nooksack/span>,3706,2
90,45,Sales,"$146,049",166,2016 Quarter 2,Nooksack/span>,3706,2
91,49,Sales,D,D,2016 Quarter 2,Nooksack/span>,3706,2
92,51,Sales,"$136,819",44,2016 Quarter 2,Nooksack/span>,3706,2
93,52,Sales,"$5,000",11,2016 Quarter 2,Nooksack/span>,3706,2
94,53,Sales,"$16,257",12,2016 Quarter 2,Nooksack/span>,3706,2
95,54,Sales,"$77,176",22,2016 Quarter 2,Nooksack/span>,3706,2
96,56,Sales,"$21,925",31,2016 Quarter 2,Nooksack/span>,3706,2
97,61,Sales,"$1,336",5,2016 Quarter 2,Nooksack/span>,3706,2
98,62,Sales,D,D,2016 Quarter 2,Nooksack/span>,3706,2
99,71,Sales,D,D,2016 Quarter 2,Nooksack/span>,3706,2
100,72,Sales,"$213,091",4,2016 Quarter 2,Nooksack/span>,3706,2
101,81,Sales,"$551,085",20,2016 Quarter 2,Nooksack/span>,3706,2
102,92,Sales,D,D,2016 Quarter 2,Nooksack/span>,3706,2
103,11,Sales,D,D,2016 Quarter 1,Nooksack/span>,3706,2
104,21,Sales,D,D,2016 Quarter 1,Nooksack/span>,3706,2
105,23,Sales,"$297,854",34,2016 Quarter 1,Nooksack/span>,3706,2
106,31,Sales,$674,4,2016 Quarter 1,Nooksack/span>,3706,2
107,32,Sales,"$16,732",5,2016 Quarter 1,Nooksack/span>,3706,2
108,33,Sales,"$9,303",4,2016 Quarter 1,Nooksack/span>,3706,2
109,42,Sales,"$794,050",66,2016 Quarter 1,Nooksack/span>,3706,2
110,44,Sales,"$170,179",99,2016 Quarter 1,Nooksack/span>,3706,2
111,45,Sales,"$143,877",163,2016 Quarter 1,Nooksack/span>,3706,2
112,51,Sales,"$142,630",39,2016 Quarter 1,Nooksack/span>,3706,2
113,52,Sales,"$5,559",13,2016 Quarter 1,Nooksack/span>,3706,2
114,53,Sales,"$15,661",8,2016 Quarter 1,Nooksack/span>,3706,2
115,54,Sales,"$67,870",25,2016 Quarter 1,Nooksack/span>,3706,2
116,56,Sales,"$4,640",20,2016 Quarter 1,Nooksack/span>,3706,2
117,61,Sales,$797,6,2016 Quarter 1,Nooksack/span>,3706,2
118,72,Sales,D,D,2016 Quarter 1,Nooksack/span>,3706,2
119,81,Sales,"$518,603",20,2016 Quarter 1,Nooksack/span>,3706,2
120,92,Sales,D,D,2016 Quarter 1,Nooksack/span>,3706,2
121,11,Sales,D,D,2016 Annual ,Nooksack/span>,3706,2
122,21,Sales,D,D,2016 Annual ,Nooksack/span>,3706,2
123,23,Sales,"$4,563,150",102,2016 Annual ,Nooksack/span>,3706,2
124,31,Sales,"$4,253",12,2016 Annual ,Nooksack/span>,3706,2
125,32,Sales,"$53,233",14,2016 Annual ,Nooksack/span>,3706,2
126,33,Sales,"$20,745",14,2016 Annual ,Nooksack/span>,3706,2
127,42,Sales,"$3,487,958",144,2016 Annual ,Nooksack/span>,3706,2
128,44,Sales,"$971,287",239,2016 Annual ,Nooksack/span>,3706,2
129,45,Sales,"$658,872",340,2016 Annual ,Nooksack/span>,3706,2
130,48,Sales,D,D,2016 Annual ,Nooksack/span>,3706,2
131,49,Sales,D,D,2016 Annual ,Nooksack/span>,3706,2
132,51,Sales,"$575,775",70,2016 Annual ,Nooksack/span>,3706,2
133,52,Sales,"$21,958",15,2016 Annual ,Nooksack/span>,3706,2
134,53,Sales,"$105,002",21,2016 Annual ,Nooksack/span>,3706,2
135,54,Sales,"$354,309",50,2016 Annual ,Nooksack/span>,3706,2
136,56,Sales,"$54,465",51,2016 Annual ,Nooksack/span>,3706,2
137,61,Sales,"$7,397",17,2016 Annual ,Nooksack/span>,3706,2
138,62,Sales,D,D,2016 Annual ,Nooksack/span>,3706,2
139,71,Sales,"$14,302",4,2016 Annual ,Nooksack/span>,3706,2
140,72,Sales,"$770,038",5,2016 Annual ,Nooksack/span>,3706,2
141,81,Sales,"$2,214,702",40,2016 Annual ,Nooksack/span>,3706,2
142,92,Sales,D,D,2016 Annual ,Nooksack/span>,3706,2
143,11,Sales,D,D,2015 Quarter 4,Nooksack/span>,3706,2
144,21,Sales,D,D,2015 Quarter 4,Nooksack/span>,3706,2
145,23,Sales,"$263,346",42,2015 Quarter 4,Nooksack/span>,3706,2
146,31,Sales,"$2,306",4,2015 Quarter 4,Nooksack/span>,3706,2
147,32,Sales,"$26,027",9,2015 Quarter 4,Nooksack/span>,3706,2
148,33,Sales,$919,4,2015 Quarter 4,Nooksack/span>,3706,2
149,42,Sales,"$759,546",79,2015 Quarter 4,Nooksack/span>,3706,2
150,44,Sales,"$194,236",126,2015 Quarter 4,Nooksack/span>,3706,2
151,45,Sales,"$212,093",196,2015 Quarter 4,Nooksack/span>,3706,2
152,51,Sales,"$157,809",46,2015 Quarter 4,Nooksack/span>,3706,2
153,52,Sales,"$2,941",7,2015 Quarter 4,Nooksack/span>,3706,2
154,53,Sales,"$54,713",12,2015 Quarter 4,Nooksack/span>,3706,2
155,54,Sales,"$86,828",31,2015 Quarter 4,Nooksack/span>,3706,2
156,56,Sales,"$17,353",26,2015 Quarter 4,Nooksack/span>,3706,2
157,61,Sales,"$1,523",7,2015 Quarter 4,Nooksack/span>,3706,2
158,62,Sales,D,D,2015 Quarter 4,Nooksack/span>,3706,2
159,71,Sales,D,D,2015 Quarter 4,Nooksack/span>,3706,2
160,72,Sales,D,D,2015 Quarter 4,Nooksack/span>,3706,2
161,81,Sales,"$393,873",20,2015 Quarter 4,Nooksack/span>,3706,2
162,11,Sales,D,D,2015 Quarter 3,Nooksack/span>,3706,2
163,21,Sales,"$26,814",3,2015 Quarter 3,Nooksack/span>,3706,2
164,23,Sales,"$180,462",42,2015 Quarter 3,Nooksack/span>,3706,2
165,31,Sales,D,D,2015 Quarter 3,Nooksack/span>,3706,2
166,32,Sales,"$17,353",6,2015 Quarter 3,Nooksack/span>,3706,2
167,33,Sales,"$8,452",4,2015 Quarter 3,Nooksack/span>,3706,2
168,42,Sales,"$665,690",74,2015 Quarter 3,Nooksack/span>,3706,2
169,44,Sales,"$303,505",94,2015 Quarter 3,Nooksack/span>,3706,2
170,45,Sales,"$273,994",148,2015 Quarter 3,Nooksack/span>,3706,2
171,49,Sales,D,D,2015 Quarter 3,Nooksack/span>,3706,2
172,51,Sales,"$149,582",41,2015 Quarter 3,Nooksack/span>,3706,2
173,52,Sales,"$4,131",8,2015 Quarter 3,Nooksack/span>,3706,2
174,53,Sales,"$5,977",7,2015 Quarter 3,Nooksack/span>,3706,2
175,54,Sales,"$71,785",22,2015 Quarter 3,Nooksack/span>,3706,2
176,56,Sales,"$16,524",20,2015 Quarter 3,Nooksack/span>,3706,2
177,61,Sales,$812,6,2015 Quarter 3,Nooksack/span>,3706,2
178,62,Sales,D,D,2015 Quarter 3,Nooksack/span>,3706,2
179,72,Sales,D,D,2015 Quarter 3,Nooksack/span>,3706,2
180,81,Sales,"$631,387",22,2015 Quarter 3,Nooksack/span>,3706,2
181,92,Sales,D,D,2015 Quarter 3,Nooksack/span>,3706,2
182,11,Sales,D,D,2015 Quarter 2,Nooksack/span>,3706,2
183,21,Sales,D,D,2015 Quarter 2,Nooksack/span>,3706,2
184,23,Sales,"$143,327",39,2015 Quarter 2,Nooksack/span>,3706,2
185,31,Sales,$924,4,2015 Quarter 2,Nooksack/span>,3706,2
186,32,Sales,"$27,948",8,2015 Quarter 2,Nooksack/span>,3706,2
187,33,Sales,$330,3,2015 Quarter 2,Nooksack/span>,3706,2
188,42,Sales,"$150,687",62,2015 Quarter 2,Nooksack/span>,3706,2
189,44,Sales,"$297,779",80,2015 Quarter 2,Nooksack/span>,3706,2
190,45,Sales,"$856,247",135,2015 Quarter 2,Nooksack/span>,3706,2
191,48,Sales,D,D,2015 Quarter 2,Nooksack/span>,3706,2
192,49,Sales,D,D,2015 Quarter 2,Nooksack/span>,3706,2
193,51,Sales,"$130,028",37,2015 Quarter 2,Nooksack/span>,3706,2
194,52,Sales,"$2,848",8,2015 Quarter 2,Nooksack/span>,3706,2
195,53,Sales,"$6,905",8,2015 Quarter 2,Nooksack/span>,3706,2
196,54,Sales,"$59,902",18,2015 Quarter 2,Nooksack/span>,3706,2
197,56,Sales,"$19,280",17,2015 Quarter 2,Nooksack/span>,3706,2
198,61,Sales,$424,4,2015 Quarter 2,Nooksack/span>,3706,2
199,62,Sales,D,D,2015 Quarter 2,Nooksack/span>,3706,2
200,71,Sales,D,D,2015 Quarter 2,Nooksack/span>,3706,2
201,72,Sales,D,D,2015 Quarter 2,Nooksack/span>,3706,2
202,81,Sales,"$494,136",18,2015 Quarter 2,Nooksack/span>,3706,2
203,92,Sales,D,D,2015 Quarter 2,Nooksack/span>,3706,2
204,11,Sales,D,D,2015 Quarter 1,Nooksack/span>,3706,2
205,21,Sales,D,D,2015 Quarter 1,Nooksack/span>,3706,2
206,23,Sales,"$167,617",46,2015 Quarter 1,Nooksack/span>,3706,2
207,31,Sales,$396,3,2015 Quarter 1,Nooksack/span>,3706,2
208,32,Sales,"$6,846",6,2015 Quarter 1,Nooksack/span>,3706,2
209,33,Sales,D,D,2015 Quarter 1,Nooksack/span>,3706,2
210,42,Sales,"$125,069",72,2015 Quarter 1,Nooksack/span>,3706,2
211,44,Sales,"$274,702",75,2015 Quarter 1,Nooksack/span>,3706,2
212,45,Sales,"$664,740",150,2015 Quarter 1,Nooksack/span>,3706,2
213,51,Sales,"$133,863",39,2015 Quarter 1,Nooksack/span>,3706,2
214,52,Sales,"$22,540",6,2015 Quarter 1,Nooksack/span>,3706,2
215,53,Sales,"$5,203",6,2015 Quarter 1,Nooksack/span>,3706,2
216,54,Sales,"$55,498",19,2015 Quarter 1,Nooksack/span>,3706,2
217,56,Sales,"$6,547",14,2015 Quarter 1,Nooksack/span>,3706,2
218,61,Sales,$533,4,2015 Quarter 1,Nooksack/span>,3706,2
219,62,Sales,D,D,2015 Quarter 1,Nooksack/span>,3706,2
220,72,Sales,"$111,090",3,2015 Quarter 1,Nooksack/span>,3706,2
221,81,Sales,"$387,460",20,2015 Quarter 1,Nooksack/span>,3706,2
222,92,Sales,D,D,2015 Quarter 1,Nooksack/span>,3706,2
223,11,Sales,"$15,013",3,2015 Annual ,Nooksack/span>,3706,2
224,21,Sales,"$63,581",3,2015 Annual ,Nooksack/span>,3706,2
225,23,Sales,"$754,752",88,2015 Annual ,Nooksack/span>,3706,2
226,31,Sales,"$4,280",6,2015 Annual ,Nooksack/span>,3706,2
227,32,Sales,"$78,174",14,2015 Annual ,Nooksack/span>,3706,2
228,33,Sales,"$10,136",8,2015 Annual ,Nooksack/span>,3706,2
229,42,Sales,"$1,700,373",142,2015 Annual ,Nooksack/span>,3706,2
230,44,Sales,"$1,070,069",187,2015 Annual ,Nooksack/span>,3706,2
231,45,Sales,"$1,998,637",292,2015 Annual ,Nooksack/span>,3706,2
232,48,Sales,D,D,2015 Annual ,Nooksack/span>,3706,2
233,49,Sales,D,D,2015 Annual ,Nooksack/span>,3706,2
234,51,Sales,"$580,628",59,2015 Annual ,Nooksack/span>,3706,2
235,52,Sales,"$32,913",11,2015 Annual ,Nooksack/span>,3706,2
236,53,Sales,"$72,798",17,2015 Annual ,Nooksack/span>,3706,2
237,54,Sales,"$274,063",47,2015 Annual ,Nooksack/span>,3706,2
238,56,Sales,"$59,654",35,2015 Annual ,Nooksack/span>,3706,2
239,61,Sales,"$3,292",12,2015 Annual ,Nooksack/span>,3706,2
240,62,Sales,$232,3,2015 Annual ,Nooksack/span>,3706,2
241,71,Sales,"$9,833",3,2015 Annual ,Nooksack/span>,3706,2
242,72,Sales,"$447,160",4,2015 Annual ,Nooksack/span>,3706,2
243,81,Sales,"$1,906,266",36,2015 Annual ,Nooksack/span>,3706,2
244,92,Sales,D,D,2015 Annual ,Nooksack/span>,3706,2
245,11,Sales,D,D,2014 Quarter 4,Nooksack/span>,3706,2
246,21,Sales,D,D,2014 Quarter 4,Nooksack/span>,3706,2
247,23,Sales,"$208,711",44,2014 Quarter 4,Nooksack/span>,3706,2
248,31,Sales,"$3,180",6,2014 Quarter 4,Nooksack/span>,3706,2
249,32,Sales,"$19,469",11,2014 Quarter 4,Nooksack/span>,3706,2
250,33,Sales,"$5,793",4,2014 Quarter 4,Nooksack/span>,3706,2
251,42,Sales,"$184,982",64,2014 Quarter 4,Nooksack/span>,3706,2
252,44,Sales,"$280,012",89,2014 Quarter 4,Nooksack/span>,3706,2
253,45,Sales,"$699,683",167,2014 Quarter 4,Nooksack/span>,3706,2
254,51,Sales,"$138,120",39,2014 Quarter 4,Nooksack/span>,3706,2
255,52,Sales,"$3,392",6,2014 Quarter 4,Nooksack/span>,3706,2
256,53,Sales,"$5,445",8,2014 Quarter 4,Nooksack/span>,3706,2
257,54,Sales,"$74,319",28,2014 Quarter 4,Nooksack/span>,3706,2
258,56,Sales,"$26,876",21,2014 Quarter 4,Nooksack/span>,3706,2
259,61,Sales,"$1,398",10,2014 Quarter 4,Nooksack/span>,3706,2
260,71,Sales,D,D,2014 Quarter 4,Nooksack/span>,3706,2
261,72,Sales,"$104,255",3,2014 Quarter 4,Nooksack/span>,3706,2
262,81,Sales,"$409,961",19,2014 Quarter 4,Nooksack/span>,3706,2
263,11,Sales,D,D,2014 Quarter 3,Nooksack/span>,3706,2
264,21,Sales,D,D,2014 Quarter 3,Nooksack/span>,3706,2
265,23,Sales,"$162,942",38,2014 Quarter 3,Nooksack/span>,3706,2
266,31,Sales,$651,3,2014 Quarter 3,Nooksack/span>,3706,2
267,32,Sales,"$8,391",11,2014 Quarter 3,Nooksack/span>,3706,2
268,33,Sales,"$12,014",5,2014 Quarter 3,Nooksack/span>,3706,2
269,42,Sales,"$173,936",52,2014 Quarter 3,Nooksack/span>,3706,2
270,44,Sales,"$370,943",71,2014 Quarter 3,Nooksack/span>,3706,2
271,45,Sales,"$756,299",140,2014 Quarter 3,Nooksack/span>,3706,2
272,49,Sales,D,D,2014 Quarter 3,Nooksack/span>,3706,2
273,51,Sales,"$132,610",40,2014 Quarter 3,Nooksack/span>,3706,2
274,52,Sales,"$1,438",9,2014 Quarter 3,Nooksack/span>,3706,2
275,53,Sales,"$6,207",10,2014 Quarter 3,Nooksack/span>,3706,2
276,54,Sales,"$57,833",14,2014 Quarter 3,Nooksack/span>,3706,2
277,56,Sales,"$17,650",21,2014 Quarter 3,Nooksack/span>,3706,2
278,61,Sales,$458,3,2014 Quarter 3,Nooksack/span>,3706,2
279,62,Sales,D,D,2014 Quarter 3,Nooksack/span>,3706,2
280,72,Sales,D,D,2014 Quarter 3,Nooksack/span>,3706,2
281,81,Sales,"$623,986",22,2014 Quarter 3,Nooksack/span>,3706,2
282,11,Sales,D,D,2014 Quarter 2,Nooksack/span>,3706,2
283,21,Sales,D,D,2014 Quarter 2,Nooksack/span>,3706,2
284,23,Sales,"$164,286",37,2014 Quarter 2,Nooksack/span>,3706,2
285,31,Sales,$843,4,2014 Quarter 2,Nooksack/span>,3706,2
286,32,Sales,"$9,102",6,2014 Quarter 2,Nooksack/span>,3706,2
287,33,Sales,"$1,344",3,2014 Quarter 2,Nooksack/span>,3706,2
288,42,Sales,"$223,873",68,2014 Quarter 2,Nooksack/span>,3706,2
289,44,Sales,"$341,847",70,2014 Quarter 2,Nooksack/span>,3706,2
290,45,Sales,"$768,077",119,2014 Quarter 2,Nooksack/span>,3706,2
291,49,Sales,D,D,2014 Quarter 2,Nooksack/span>,3706,2
292,51,Sales,"$133,591",36,2014 Quarter 2,Nooksack/span>,3706,2
293,52,Sales,"$15,100",8,2014 Quarter 2,Nooksack/span>,3706,2
294,53,Sales,"$7,769",10,2014 Quarter 2,Nooksack/span>,3706,2
295,54,Sales,"$48,405",18,2014 Quarter 2,Nooksack/span>,3706,2
296,56,Sales,"$20,882",20,2014 Quarter 2,Nooksack/span>,3706,2
297,61,Sales,$278,4,2014 Quarter 2,Nooksack/span>,3706,2
298,71,Sales,D,D,2014 Quarter 2,Nooksack/span>,3706,2
299,72,Sales,D,D,2014 Quarter 2,Nooksack/span>,3706,2
300,81,Sales,"$443,401",14,2014 Quarter 2,Nooksack/span>,3706,2
301,92,Sales,D,D,2014 Quarter 2,Nooksack/span>,3706,2
302,11,Sales,D,D,2014 Quarter 1,Nooksack/span>,3706,2
303,21,Sales,D,D,2014 Quarter 1,Nooksack/span>,3706,2
304,23,Sales,"$153,003",42,2014 Quarter 1,Nooksack/span>,3706,2
305,31,Sales,D,D,2014 Quarter 1,Nooksack/span>,3706,2
306,32,Sales,"$6,968",7,2014 Quarter 1,Nooksack/span>,3706,2
307,33,Sales,"$6,841",4,2014 Quarter 1,Nooksack/span>,3706,2
308,42,Sales,"$138,938",52,2014 Quarter 1,Nooksack/span>,3706,2
309,44,Sales,"$274,761",81,2014 Quarter 1,Nooksack/span>,3706,2
310,45,Sales,"$567,933",117,2014 Quarter 1,Nooksack/span>,3706,2
311,49,Sales,D,D,2014 Quarter 1,Nooksack/span>,3706,2
312,51,Sales,"$127,445",37,2014 Quarter 1,Nooksack/span>,3706,2
313,52,Sales,"$2,048",6,2014 Quarter 1,Nooksack/span>,3706,2
314,53,Sales,"$4,025",7,2014 Quarter 1,Nooksack/span>,3706,2
315,54,Sales,"$50,097",20,2014 Quarter 1,Nooksack/span>,3706,2
316,56,Sales,"$14,432",17,2014 Quarter 1,Nooksack/span>,3706,2
317,61,Sales,$280,4,2014 Quarter 1,Nooksack/span>,3706,2
318,62,Sales,D,D,2014 Quarter 1,Nooksack/span>,3706,2
319,72,Sales,D,D,2014 Quarter 1,Nooksack/span>,3706,2
320,81,Sales,"$355,631",16,2014 Quarter 1,Nooksack/span>,3706,2
321,11,Sales,"$9,403",3,2014 Annual ,Nooksack/span>,3706,2
322,21,Sales,D,D,2014 Annual ,Nooksack/span>,3706,2
323,23,Sales,"$688,852",80,2014 Annual ,Nooksack/span>,3706,2
324,31,Sales,"$6,256",10,2014 Annual ,Nooksack/span>,3706,2
325,32,Sales,"$44,165",20,2014 Annual ,Nooksack/span>,3706,2
326,33,Sales,"$25,181",8,2014 Annual ,Nooksack/span>,3706,2
327,42,Sales,"$713,183",124,2014 Annual ,Nooksack/span>,3706,2
328,44,Sales,"$1,266,807",150,2014 Annual ,Nooksack/span>,3706,2
329,45,Sales,"$2,801,294",251,2014 Annual ,Nooksack/span>,3706,2
330,49,Sales,D,D,2014 Annual ,Nooksack/span>,3706,2
331,51,Sales,"$531,766",54,2014 Annual ,Nooksack/span>,3706,2
332,52,Sales,"$21,978",13,2014 Annual ,Nooksack/span>,3706,2
333,53,Sales,"$23,446",17,2014 Annual ,Nooksack/span>,3706,2
334,54,Sales,"$230,419",37,2014 Annual ,Nooksack/span>,3706,2
335,56,Sales,"$79,930",38,2014 Annual ,Nooksack/span>,3706,2
336,61,Sales,"$2,414",13,2014 Annual ,Nooksack/span>,3706,2
337,62,Sales,D,D,2014 Annual ,Nooksack/span>,3706,2
338,71,Sales,"$12,016",3,2014 Annual ,Nooksack/span>,3706,2
339,72,Sales,"$392,059",3,2014 Annual ,Nooksack/span>,3706,2
340,81,Sales,"$1,832,979",33,2014 Annual ,Nooksack/span>,3706,2
341,92,Sales,D,D,2014 Annual ,Nooksack/span>,3706,2
342,21,Sales,D,D,2013 Quarter 4,Nooksack/span>,3706,2
343,23,Sales,"$175,268",50,2013 Quarter 4,Nooksack/span>,3706,2
344,31,Sales,"$1,380",5,2013 Quarter 4,Nooksack/span>,3706,2
345,32,Sales,"$12,204",4,2013 Quarter 4,Nooksack/span>,3706,2
346,33,Sales,"$19,020",6,2013 Quarter 4,Nooksack/span>,3706,2
347,42,Sales,"$153,581",59,2013 Quarter 4,Nooksack/span>,3706,2
348,44,Sales,"$284,534",73,2013 Quarter 4,Nooksack/span>,3706,2
349,45,Sales,"$624,221",123,2013 Quarter 4,Nooksack/span>,3706,2
350,51,Sales,"$145,152",44,2013 Quarter 4,Nooksack/span>,3706,2
351,52,Sales,"$1,783",7,2013 Quarter 4,Nooksack/span>,3706,2
352,53,Sales,"$5,435",8,2013 Quarter 4,Nooksack/span>,3706,2
353,54,Sales,"$60,229",19,2013 Quarter 4,Nooksack/span>,3706,2
354,56,Sales,"$9,232",20,2013 Quarter 4,Nooksack/span>,3706,2
355,61,Sales,$404,4,2013 Quarter 4,Nooksack/span>,3706,2
356,62,Sales,D,D,2013 Quarter 4,Nooksack/span>,3706,2
357,71,Sales,D,D,2013 Quarter 4,Nooksack/span>,3706,2
358,72,Sales,D,D,2013 Quarter 4,Nooksack/span>,3706,2
359,81,Sales,"$340,970",17,2013 Quarter 4,Nooksack/span>,3706,2
360,92,Sales,D,D,2013 Quarter 4,Nooksack/span>,3706,2
